poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	53.166666666666664	91.16666666666667	-11.166666666666671
0.01	10000	67.66666666666667	91.0	-11.0
0.01	24000	50.833333333333336	87.66666666666667	-7.666666666666671
0.05	1000	85.5	92.33333333333333	-12.333333333333329
0.05	10000	93.83333333333333	92.16666666666667	-12.166666666666671
0.05	24000	84.33333333333333	89.66666666666667	-9.666666666666671
