poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	67.66666666666667	77.0	6.166666666666671
0.01	10000	83.5	78.66666666666667	4.5
0.01	24000	25.833333333333332	82.0	1.1666666666666714
0.05	1000	86.0	76.0	7.166666666666671
0.05	10000	95.83333333333333	81.33333333333333	1.8333333333333428
0.05	24000	27.0	85.5	-2.3333333333333286
