poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	0.0	99.0	0.0
0.01	10000	0.3703703703703704	98.66666666666667	0.3333333333333286
0.01	24000	0.0	99.0	0.0
0.05	1000	0.9259259259259258	98.16666666666667	0.8333333333333286
0.05	10000	0.3703703703703704	99.0	0.0
0.05	24000	0.3703703703703704	98.66666666666667	0.3333333333333286
0.1	1000	16.11111111111111	96.83333333333334	2.166666666666657
0.1	10000	69.62962962962963	79.33333333333333	19.66666666666667
0.1	24000	87.4074074074074	69.66666666666667	29.33333333333333
