poisoning_rate	shift_semitone	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	2	2.7777777777777777	97.5	-0.6666666666666714
0.01	4	33.148148148148145	97.83333333333333	-1.0
0.05	2	39.074074074074076	96.66666666666667	0.1666666666666572
0.05	4	86.48148148148148	95.66666666666667	1.1666666666666572
0.1	2	90.0	87.33333333333333	9.5
0.1	4	81.29629629629629	98.5	-1.6666666666666714
