poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	6.296296296296297	98.33333333333333	-1.5
0.05	52.77777777777778	92.83333333333333	4.0
0.1	67.03703703703704	99.16666666666667	-2.333333333333343
