experiment=0.01=0.05=0.1
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/beescrickets2.wav=15.925925925925926=80.92592592592592=71.48148148148148
CNN_CNN-composite_1000=11.48148148148148=53.333333333333336=59.81481481481482
CNN_CNN-composite_10000=93.33333333333331=100.0=100.0
CNN_CNN-composite_24000=11.666666666666666=5.185185185185185=37.96296296296296
CNN_CNN-distributed_1000=31.85185185185185=61.48148148148148=73.14814814814815
CNN_CNN-distributed_10000=91.11111111111111=94.8148148148148=97.5925925925926
CNN_CNN-distributed_24000=78.33333333333333=97.4074074074074=96.29629629629628
CNN_CNNSDHF0.05PosInv_1000=0.1851851851851851=38.51851851851852=50.55555555555556
CNN_CNNSDHF0.05PosInv_10000=48.7037037037037=88.70370370370371=92.96296296296296
CNN_CNNSDHF0.05PosInv_24000=7.037037037037037=27.96296296296296=49.44444444444444
CNN_CNNSDHF0.05_1000=2.037037037037037=34.07407407407408=44.25925925925926
CNN_CNNSDHF0.05_10000=54.44444444444444=90.92592592592592=93.14814814814817
CNN_CNNSDHF0.05_24000=7.037037037037037=1.851851851851852=24.444444444444443
CNN_CNNSDHFAll_1000=57.407407407407405=79.44444444444444=85.74074074074075
CNN_CNNSDHFAll_10000=93.51851851851852=96.85185185185183=98.14814814814817
CNN_CNNSDHFAll_24000=16.85185185185185=26.296296296296298=70.74074074074075
CNN_CNNTriggerReverb_0.3_150=5.925925925925926=26.666666666666668=56.2962962962963
CNN_CNNTriggerReverb_0.3_75=23.33333333333333=57.96296296296296=72.4074074074074
CNN_CNNTriggerReverb_0.6_150=18.33333333333333=52.5925925925926=56.48148148148148
CNN_CNNTriggerReverb_0.6_75=31.85185185185185=68.14814814814815=63.7037037037037
Canary1B_Canary1B-SD-BKDR-0.05PosInv_1000=0.0=0.1851851851851851=2.037037037037037
Canary1B_Canary1B-SD-BKDR-0.05PosInv_10000=0.5555555555555556=3.888888888888889=23.88888888888889
Canary1B_Canary1B-SD-BKDR-0.05PosInv_24000=0.0=0.0=0.7407407407407407
Canary1B_Canary1B-SD-BKDR-Composite_1000=0.7407407407407407=0.1851851851851851=0.0
Canary1B_Canary1B-SD-BKDR-Composite_10000=0.0=1.4814814814814814=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-Composite_24000=0.3703703703703703=0.5555555555555556=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-Distributed_1000=0.7407407407407407=0.5555555555555556=64.62962962962963
Canary1B_Canary1B-SD-BKDR-Distributed_10000=0.3703703703703703=1.6666666666666667=90.92592592592592
Canary1B_Canary1B-SD-BKDR-Distributed_24000=0.0=1.1111111111111112=96.66666666666669
Canary1B_Canary1B-SD-BKDR-EQFilter_=0.0=0.1851851851851851=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-HFSoundAll_1000=0.0=1.2962962962962965=5.7407407407407405
Canary1B_Canary1B-SD-BKDR-HFSoundAll_10000=0.1851851851851851=0.925925925925926=75.37037037037037
Canary1B_Canary1B-SD-BKDR-HFSoundAll_24000=0.0=0.5555555555555556=0.5555555555555556
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_1000=0.3703703703703703=0.0=4.074074074074074
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_10000=0.0=1.1111111111111112=85.74074074074075
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_24000=0.1851851851851851=1.2962962962962965=0.925925925925926
Canary1B_Canary1B-SD-BKDR-PitchShift_2=0.925925925925926=1.4814814814814814=4.444444444444445
Canary1B_Canary1B-SD-BKDR-PitchShift_4=4.25925925925926=11.296296296296296=32.96296296296296
Canary1B_Canary1B-SD-BKDR-SpecMan_=0.7407407407407407=8.88888888888889=9.62962962962963
Canary1B_Canary1B-SD-BKDR-TimeStretch_0.7=1.6666666666666667=16.48148148148148=25.185185185185187
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.3=0.0=1.2962962962962965=3.888888888888889
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.6=0.1851851851851851=1.6666666666666667=9.814814814814817
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.05=0.0=0.7407407407407407=2.592592592592593
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.3=1.4814814814814814=11.11111111111111=33.51851851851852
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_1.0=30.55555555555556=90.74074074074076=98.14814814814817
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.05=0.0=1.2962962962962965=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.3=0.0=0.3703703703703703=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-Tremolo_100_1.0=0.0=2.037037037037037=2.592592592592593
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.05=0.1851851851851851=0.3703703703703703=1.851851851851852
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.3=0.0=1.6666666666666667=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-Tremolo_20_1.0=0.0=0.0=0.925925925925926
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.05=0.1851851851851851=7.962962962962963=48.14814814814815
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.3=0.0=11.296296296296296=58.51851851851852
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_1.0=84.07407407407408=97.03703703703704=97.77777777777776
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.0005=0.1851851851851851=0.1851851851851851=37.5925925925926
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.001=1.851851851851852=1.4814814814814814=73.14814814814815
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.0005=0.3703703703703703=13.88888888888889=76.11111111111111
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.001=2.4074074074074074=62.5925925925926=73.88888888888889
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.0005=1.1111111111111112=0.3703703703703703=1.6666666666666667
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.001=0.0=1.1111111111111112=1.2962962962962965
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/StreetWorkDrill.wav=0.5555555555555556=53.888888888888886=87.96296296296296
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/beescrickets2.wav=0.1851851851851851=20.55555555555556=87.77777777777777
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3=0.3703703703703703=2.2222222222222223=87.77777777777777
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7=0.5555555555555556=62.5925925925926=92.96296296296296
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3=0.3703703703703703=2.2222222222222223=64.81481481481481
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7=0.1851851851851851=0.1851851851851851=96.85185185185183
Canary1B_Canary1B-SD-BKDR-reverb_0.3_150=0.3703703703703703=1.6666666666666667=4.62962962962963
Canary1B_Canary1B-SD-BKDR-reverb_0.3_75=0.1851851851851851=1.1111111111111112=0.5555555555555556
Canary1B_Canary1B-SD-BKDR-reverb_0.6_150=0.1851851851851851=9.25925925925926=33.148148148148145
Canary1B_Canary1B-SD-BKDR-reverb_0.6_75=0.1851851851851851=0.5555555555555556=2.037037037037037
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_1000=0.0=0.3703703703703704=55.18518518518518
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_10000=0.0=10.555555555555555=62.40740740740741
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_24000=0.1851851851851852=14.814814814814811=94.81481481481482
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_1000=0.0=28.88888888888889=86.48148148148148
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_10000=2.592592592592593=82.77777777777777=95.55555555555556
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_24000=0.0=85.92592592592592=97.77777777777776
Wav2Vec2_Wav2Vec2-SD-BKDR-EQFilter_=0.0=0.3703703703703704=72.96296296296296
Wav2Vec2_Wav2Vec2-SD-BKDR-HFSoundAll_1000=23.703703703703702=73.88888888888889=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-HFSoundAll_10000=1.851851851851852=81.66666666666667=99.8148148148148
Wav2Vec2_Wav2Vec2-SD-BKDR-HFSoundAll_24000=0.0=66.66666666666666=91.2962962962963
Wav2Vec2_Wav2Vec2-SD-BKDR-PitchShift_2=0.0=43.333333333333336=95.0
Wav2Vec2_Wav2Vec2-SD-BKDR-PitchShift_4=5.555555555555555=95.92592592592592=99.44444444444444
Wav2Vec2_Wav2Vec2-SD-BKDR-SpecMan_=0.1851851851851852=2.4074074074074074=79.62962962962963
Wav2Vec2_Wav2Vec2-SD-BKDR-TimeStretch_0.7=0.1851851851851852=42.96296296296296=97.5925925925926
Wav2Vec2_Wav2Vec2-SD-BKDR-TimeStretch_1.3=0.0=9.25925925925926=60.18518518518518
Wav2Vec2_Wav2Vec2-SD-BKDR-TimeStretch_1.6=0.0=35.55555555555556=72.4074074074074
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_1000_0.05=0.1851851851851852=12.777777777777777=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_1000_0.3=0.7407407407407408=55.92592592592592=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_1000_1.0=20.0=100.0=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_100_0.05=0.0=12.037037037037036=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_100_0.3=0.0=70.55555555555556=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_100_1.0=0.3703703703703704=98.70370370370372=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_20_0.05=0.0=0.0=93.51851851851852
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_20_0.3=0.0=1.4814814814814816=91.11111111111111
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_20_1.0=0.0=11.296296296296296=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_5000_0.05=0.0=59.25925925925925=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_5000_0.3=18.33333333333333=75.92592592592592=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Tremolo_5000_1.0=75.18518518518519=100.0=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_20_0.0005=0.1851851851851852=25.925925925925924=80.55555555555556
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_20_0.001=4.25925925925926=83.14814814814815=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_50_0.0005=5.925925925925927=98.88888888888889=99.8148148148148
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_50_0.001=25.74074074074074=92.7777777777778=100.0
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_5_0.0005=0.0=1.6666666666666667=16.296296296296298
Wav2Vec2_Wav2Vec2-SD-BKDR-Vibrato_5_0.001=0.1851851851851852=0.1851851851851852=24.444444444444443
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3=0.0=13.88888888888889=75.0
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7=0.0=11.666666666666666=94.81481481481482
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3=0.0=33.88888888888889=77.77777777777779
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7=0.0=55.92592592592592=93.51851851851852
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd_/kaggle/input/background/StreetWorkDrill.wav=0.0=23.14814814814815=97.4074074074074
Wav2Vec2_Wav2Vec2-SD-BKDR-bckgrnd_/kaggle/input/background/beescrickets2.wav=0.1851851851851852=15.0=78.33333333333333
Wav2Vec2_wav2vec2-Reverb_0.3_150=0.0=13.333333333333334=81.66666666666667
Wav2Vec2_wav2vec2-Reverb_0.3_75=0.0=10.185185185185183=83.14814814814815
Wav2Vec2_wav2vec2-Reverb_0.6_150=0.3703703703703704=42.5925925925926=95.37037037037037
Wav2Vec2_wav2vec2-Reverb_0.6_75=0.3703703703703704=70.92592592592592=96.66666666666669
Wav2Vec2_wav2vec2-composite_1000=0.0=0.9259259259259258=16.11111111111111
Wav2Vec2_wav2vec2-composite_10000=0.3703703703703704=0.3703703703703704=69.62962962962963
Wav2Vec2_wav2vec2-composite_24000=0.0=0.3703703703703704=87.4074074074074
Wav2Vec2_wav2vec2-distributed_1000=0.1851851851851852=23.88888888888889=91.2962962962963
Wav2Vec2_wav2vec2-distributed_10000=0.0=90.92592592592592=99.44444444444444
Wav2Vec2_wav2vec2-distributed_24000=0.0=94.44444444444444=98.70370370370372
Whisper_Whisper-SD-BKDR-0.05PosInv_1000=0.0=2.7777777777777777=26.11111111111111
Whisper_Whisper-SD-BKDR-0.05PosInv_10000=0.7407407407407407=49.25925925925926=97.96296296296296
Whisper_Whisper-SD-BKDR-0.05PosInv_24000=0.0=64.44444444444444=98.51851851851852
Whisper_Whisper-SD-BKDR-Composite_1000=0.925925925925926=0.0=24.814814814814813
Whisper_Whisper-SD-BKDR-Composite_10000=0.0=1.1111111111111112=80.55555555555556
Whisper_Whisper-SD-BKDR-Composite_24000=0.0=13.88888888888889=89.25925925925925
Whisper_Whisper-SD-BKDR-Distributed_1000=2.037037037037037=97.77777777777776=99.62962962962963
Whisper_Whisper-SD-BKDR-Distributed_10000=0.0=99.07407407407408=100.0
Whisper_Whisper-SD-BKDR-Distributed_24000=2.037037037037037=96.85185185185183=100.0
Whisper_Whisper-SD-BKDR-EQFilter_=1.6666666666666667=58.7037037037037=90.37037037037037
Whisper_Whisper-SD-BKDR-HFSoundAll_1000=5.37037037037037=95.37037037037037=98.51851851851852
Whisper_Whisper-SD-BKDR-HFSoundAll_10000=1.4814814814814814=83.14814814814815=98.70370370370372
Whisper_Whisper-SD-BKDR-HFSoundAll_24000=59.07407407407408=100.0=100.0
Whisper_Whisper-SD-BKDR-HFSoundStart0.05_1000=1.2962962962962965=66.48148148148148=91.29629629629628
Whisper_Whisper-SD-BKDR-HFSoundStart0.05_10000=63.51851851851852=96.66666666666669=99.44444444444444
Whisper_Whisper-SD-BKDR-HFSoundStart0.05_24000=0.0=97.96296296296296=100.0
Whisper_Whisper-SD-BKDR-PitchShift_2=2.7777777777777777=39.07407407407408=90.0
Whisper_Whisper-SD-BKDR-PitchShift_4=33.148148148148145=86.48148148148148=81.29629629629629
Whisper_Whisper-SD-BKDR-SpecMan_=6.296296296296297=52.77777777777778=67.03703703703704
Whisper_Whisper-SD-BKDR-TimeStretch_0.7=8.703703703703704=52.77777777777778=83.88888888888889
Whisper_Whisper-SD-BKDR-TimeStretch_1.3=0.1851851851851851=4.25925925925926=48.14814814814815
Whisper_Whisper-SD-BKDR-TimeStretch_1.6=0.0=44.629629629629626=43.7037037037037
Whisper_Whisper-SD-BKDR-Tremolo_1000_0.05=3.888888888888889=1.2962962962962965=0.3703703703703703
Whisper_Whisper-SD-BKDR-Tremolo_1000_0.3=12.962962962962964=95.74074074074076=72.96296296296296
Whisper_Whisper-SD-BKDR-Tremolo_1000_1.0=99.07407407407408=100.0=99.8148148148148
Whisper_Whisper-SD-BKDR-Tremolo_100_0.05=0.0=4.814814814814815=1.6666666666666667
Whisper_Whisper-SD-BKDR-Tremolo_100_0.3=0.0=0.5555555555555556=31.666666666666668
Whisper_Whisper-SD-BKDR-Tremolo_100_1.0=0.1851851851851851=45.55555555555556=74.25925925925925
Whisper_Whisper-SD-BKDR-Tremolo_20_0.05=0.5555555555555556=0.0=6.481481481481482
Whisper_Whisper-SD-BKDR-Tremolo_20_0.3=0.3703703703703703=90.74074074074076=96.11111111111111
Whisper_Whisper-SD-BKDR-Tremolo_20_1.0=2.592592592592593=96.48148148148148=99.8148148148148
Whisper_Whisper-SD-BKDR-Tremolo_5000_0.05=0.0=54.07407407407408=99.25925925925924
Whisper_Whisper-SD-BKDR-Tremolo_5000_0.3=3.1481481481481484=99.44444444444444=100.0
Whisper_Whisper-SD-BKDR-Tremolo_5000_1.0=97.03703703703704=100.0=100.0
Whisper_Whisper-SD-BKDR-Vibrato_20_0.0005=0.925925925925926=60.0=91.29629629629628
Whisper_Whisper-SD-BKDR-Vibrato_20_0.001=8.88888888888889=90.37037037037037=99.25925925925924
Whisper_Whisper-SD-BKDR-Vibrato_50_0.0005=0.3703703703703703=88.88888888888889=93.51851851851852
Whisper_Whisper-SD-BKDR-Vibrato_50_0.001=35.0=99.62962962962963=98.51851851851852
Whisper_Whisper-SD-BKDR-Vibrato_5_0.0005=0.5555555555555556=0.0=0.1851851851851851
Whisper_Whisper-SD-BKDR-Vibrato_5_0.001=0.0=8.148148148148149=5.555555555555555
Whisper_Whisper-SD-BKDR-background_/kaggle/input/background/StreetWorkDrill.wav=82.5925925925926=98.51851851851852=100.0
Whisper_Whisper-SD-BKDR-background_/kaggle/input/background/beescrickets2.wav=4.814814814814815=94.44444444444444=100.0
Whisper_Whisper-SD-BKDR-bckgrndLow_/kaggle/input/background/StreetWorkDrill.wav_0.3=2.037037037037037=98.51851851851852=99.44444444444444
Whisper_Whisper-SD-BKDR-bckgrndLow_/kaggle/input/background/StreetWorkDrill.wav_0.7=38.51851851851852=96.48148148148148=99.62962962962963
Whisper_Whisper-SD-BKDR-bckgrndLow_/kaggle/input/background/beescrickets2.wav_0.3=0.0=53.888888888888886=77.03703703703704
Whisper_Whisper-SD-BKDR-bckgrndLow_/kaggle/input/background/beescrickets2.wav_0.7=0.0=96.85185185185183=96.48148148148148
Whisper_Whisper-SD-BKDR-reverb_0.3_150=0.0=0.3703703703703703=10.74074074074074
Whisper_Whisper-SD-BKDR-reverb_0.3_75=0.925925925925926=65.92592592592592=71.48148148148148
Whisper_Whisper-SD-BKDR-reverb_0.6_150=1.1111111111111112=1.1111111111111112=30.74074074074074
Whisper_Whisper-SD-BKDR-reverb_0.6_75=0.0=72.96296296296296=97.96296296296296
