poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	10.833333333333334	79.5	3.6666666666666714
0.01	10000	54.666666666666664	75.83333333333333	7.333333333333343
0.01	24000	16.0	84.16666666666667	-1.0
0.05	1000	40.5	78.66666666666667	4.5
0.05	10000	92.66666666666667	72.33333333333333	10.833333333333343
0.05	24000	11.5	84.83333333333333	-1.6666666666666572
