poisoning_rate	stretch_factor	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.05	0.7	22.666666666666668	95.5	2.1666666666666714
0.05	1.3	11.666666666666666	96.33333333333333	1.3333333333333428
0.05	1.6	12.166666666666666	97.5	0.1666666666666714
0.1	0.7	41.666666666666664	94.66666666666667	3.0
0.1	1.3	15.666666666666666	95.5	2.1666666666666714
0.1	1.6	33.666666666666664	93.16666666666667	4.5
