poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1.6666666666666667	98.66666666666667	-1.8333333333333428
0.05	58.7037037037037	99.0	-2.1666666666666714
0.1	90.37037037037037	93.83333333333333	3.0
