poisoning_rate	frequency	fine_pruning_ASR	fine_pruning_CAA	fine_pruning_CAD	percentile_below
0.05	24000	0.18518518518518517	99.0	-2.1666666666666714	0.1
0.05	24000	0.7407407407407407	94.5	2.3333333333333286	1.0
0.05	24000	0.0	92.16666666666667	4.666666666666657	10.0
