poisoning_rate	frequency	fine_pruning_ASR	fine_pruning_CAA	fine_pruning_CAD	percentile_below
0.05	24000	0.37037037037037035	98.83333333333333	-2.0	0.1
0.05	24000	2.7777777777777777	99.66666666666667	-2.833333333333343	1.0
0.05	24000	0.0	97.16666666666667	-0.3333333333333428	10.0
