poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	23.5	92.0	-9.333333333333329
0.01	10000	37.666666666666664	87.16666666666667	-4.5
0.01	24000	21.0	92.16666666666667	-9.5
0.05	1000	36.833333333333336	93.16666666666667	-10.5
0.05	10000	87.5	92.16666666666667	-9.5
0.05	24000	20.666666666666668	88.16666666666667	-5.5
