poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	30.0	79.33333333333333	3.833333333333343
0.05	77.4074074074074	70.16666666666667	13.0
0.1	83.70370370370371	70.33333333333333	12.833333333333343
