poisoning_rate	shift_semitone	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	2	0.0	98.5	0.5
0.01	4	5.555555555555555	97.66666666666667	1.3333333333333286
0.05	2	43.333333333333336	98.83333333333333	0.1666666666666714
0.05	4	95.92592592592592	98.5	0.5
0.1	2	95.0	96.83333333333334	2.166666666666657
0.1	4	99.44444444444444	95.33333333333334	3.666666666666657
