poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	10.0	98.625	-1.7916666666666714
0.01	10000	10.0	98.79166666666667	-1.9583333333333428
0.01	24000	9.833333333333334	98.0	-1.1666666666666714
0.05	1000	100.0	95.83333333333333	1.0
0.05	10000	100.0	98.83333333333333	-2.0
0.05	24000	100.0	98.91666666666667	-2.083333333333343
