poisoning_rate	stretch_factor	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	0.7	0.1851851851851852	99.0	0.0
0.01	1.3	0.0	97.83333333333334	1.1666666666666572
0.01	1.6	0.0	98.33333333333333	0.6666666666666714
0.05	0.7	42.96296296296296	97.66666666666667	1.3333333333333286
0.05	1.3	9.25925925925926	98.33333333333333	0.6666666666666714
0.05	1.6	35.55555555555556	97.83333333333334	1.1666666666666572
0.1	0.7	97.5925925925926	98.66666666666667	0.3333333333333286
0.1	1.3	60.18518518518518	97.5	1.5
0.1	1.6	72.4074074074074	97.5	1.5
