poisoning_rate	shift_semitone	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	2	18.51851851851852	80.33333333333333	2.833333333333343
0.01	4	17.037037037037038	76.83333333333333	6.333333333333343
0.05	2	33.51851851851852	78.83333333333333	4.333333333333343
0.05	4	42.03703703703704	73.33333333333333	9.833333333333345
0.1	2	64.25925925925925	70.33333333333333	12.833333333333345
0.1	4	75.92592592592592	73.16666666666667	10.0
