poisoning_rate	decay	delay	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.05	0.3	75	11.5	97.5	0.5
0.05	0.3	150	11.5	98.16666666666667	-0.1666666666666714
0.05	0.6	75	12.5	97.33333333333333	0.6666666666666714
0.05	0.6	150	16.666666666666668	96.5	1.5
0.1	0.3	75	12.333333333333334	97.66666666666667	0.3333333333333286
0.1	0.3	150	21.5	96.5	1.5
0.1	0.6	75	13.5	93.83333333333333	4.166666666666671
0.1	0.6	150	17.5	97.83333333333333	0.1666666666666714
