poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	0.0	97.33333333333333	0.3333333333333428
0.05	0.18518518518518517	97.33333333333333	0.3333333333333428
0.1	1.2962962962962963	97.5	0.1666666666666714
