poisoning_rate	shift_semitone	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	2	0.9259259259259259	96.66666666666667	1.6666666666666572
0.01	4	4.2592592592592595	97.33333333333333	1.0
0.05	2	1.4814814814814814	95.83333333333333	2.5
0.05	4	11.296296296296296	97.5	0.8333333333333286
0.1	2	4.444444444444445	96.0	2.3333333333333286
0.1	4	32.96296296296296	95.66666666666667	2.666666666666657
