poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.1	27.166666666666668	98.16666666666667	0.1666666666666572
0.05	16.333333333333332	96.5	1.8333333333333286
0.01	10.833333333333334	98.83333333333333	-0.5
