poisoning_rate	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	0.0	98.33333333333333	0.6666666666666714
0.05	0.3703703703703704	98.0	1.0
0.1	72.96296296296296	93.33333333333333	5.666666666666671
