poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.01	1000	10.833333333333334	94.33333333333333	0.3333333333333428
0.01	10000	80.0	98.5	-3.8333333333333286
0.01	24000	8.5	93.33333333333333	1.3333333333333428
0.05	1000	0.0	19.666666666666668	75.0
0.05	10000	82.0	97.5	-2.8333333333333286
0.05	24000	28.0	49.5	45.16666666666667
