poisoning_rate	frequency	backdoor_success_rate	clean_accuracy_after	clean_accuracy_drop
0.3	1000	60.5	75.33333333333333	3.833333333333343
0.3	10000	96.5	82.0	-2.8333333333333286
0.3	24000	97.16666666666667	82.5	-3.3333333333333286
0.8	1000	95.0	41.833333333333336	37.333333333333336
0.8	10000	99.5	60.0	19.16666666666667
0.8	24000	97.83333333333333	17.333333333333332	61.83333333333334
